column,importance
cumcountratioday.remote_addr.file.http_referer.http_x_forwarded_for.Id,0
cumcountratioday.remote_addr.http_x_forwarded_for.pno.Id,0
cumcountratioday.remote_addr.http_x_forwarded_for.pno,0
cumcountratioday.remote_addr.http_x_forwarded_for.Id,0
cumcountratioday.remote_addr.http_x_forwarded_for,0
cumcountratioday.remote_addr.file.http_referer.http_user_agent.http_x_forwarded_for.pno.Id,0
cumcountratioday.remote_addr.file.http_user_agent.http_x_forwarded_for.pno,0
cumcountratioday.remote_addr.file.http_user_agent.pno,0
cumcountratioday.remote_addr.http_user_agent.http_x_forwarded_for.pno,0
cumcountratioday.remote_addr.file.http_user_agent.http_x_forwarded_for.pno.Id,0
cumcountratioday.remote_addr.file.http_user_agent.pno.Id,0
cumcountratioday.remote_addr.file.http_x_forwarded_for,0
cumcountratioday.file.http_user_agent.pno.Id,0
cumcountratioday.remote_addr.file.http_x_forwarded_for.Id,0
cumcountratioday.remote_addr.file.pno.Id,0
cumcountratioday.file.http_x_forwarded_for.pno.Id,0
cumcountratioday.file.Id,0
cumcountratioday.remote_addr.file.http_referer.http_user_agent.pno,0
