column,importance
cumcountminute.remote_addr.file.http_referer.http_user_agent.http_x_forwarded_for.pno.Id,0
cumcountminute.file.http_referer.http_x_forwarded_for.pno.Id,0
cumcountminute.remote_addr.file.http_referer.http_x_forwarded_for,0
cumcountminute.remote_addr.file.http_referer.http_x_forwarded_for.pno,0
cumcountminute.remote_addr.file.pno.Id,0
cumcountminute.remote_addr.file.http_referer.http_x_forwarded_for.pno.Id,0
cumcountminute.remote_addr.file.http_referer.pno.Id,0
cumcountminute.remote_addr.file.http_user_agent.http_x_forwarded_for.Id,0
cumcountminute.remote_addr.file.http_user_agent.http_x_forwarded_for.pno,0
cumcountminute.remote_addr.file.http_user_agent.http_x_forwarded_for.pno.Id,0
cumcountminute.remote_addr.file.http_x_forwarded_for,0
cumcountminute.remote_addr.file.http_x_forwarded_for.Id,0
cumcountminute.remote_addr.file.http_x_forwarded_for.pno,0
cumcountminute.remote_addr.file.http_x_forwarded_for.pno.Id,0
time_minute,0
